Date,Variety,Price_Rs_per_Quintal,Market_Demand,Supply_Status
2023-11-16,JGL-1798,2738,Low,Normal
2023-11-16,IR-64,2499,Medium,Normal
2023-11-16,Jyothi,2453,Low,Deficit
2023-11-16,MTU-1010,2899,Medium,Deficit
2023-11-23,BPT-5204,2741,High,Surplus
2023-11-23,JGL-1798,2748,Medium,Normal
2023-11-23,IR-64,2486,Low,Deficit
2023-11-23,Jyothi,2478,High,Surplus
2023-11-23,MTU-1010,2898,Low,Deficit
2023-11-30,BPT-5204,2960,Medium,Deficit
2023-11-30,JGL-1798,2701,Medium,Normal
2023-11-30,IR-64,2686,Medium,Normal
2023-11-30,Jyothi,2403,High,Normal
2023-11-30,MTU-1010,2690,Medium,Normal
2023-12-07,BPT-5204,2704,Medium,Normal
2023-12-07,JGL-1798,2682,Medium,Deficit
2023-12-07,IR-64,2692,Medium,Deficit
2023-12-07,Jyothi,2489,Low,Deficit
2023-12-07,MTU-1010,2746,Low,Deficit
2023-12-14,BPT-5204,2816,High,Deficit
2023-12-14,JGL-1798,2820,Low,Normal
2023-12-14,IR-64,2491,High,Deficit
2023-12-14,Jyothi,2428,High,Normal
2023-12-14,MTU-1010,2696,Low,Deficit
2023-12-21,BPT-5204,2726,High,Deficit
2023-12-21,JGL-1798,2815,High,Surplus
2023-12-21,IR-64,2453,High,Surplus
2023-12-21,Jyothi,2497,Medium,Normal
2023-12-21,MTU-1010,2840,High,Surplus
2023-12-28,BPT-5204,2772,Medium,Surplus
2023-12-28,JGL-1798,2806,Medium,Deficit
2023-12-28,IR-64,2510,High,Normal
2023-12-28,Jyothi,2481,Low,Normal
2023-12-28,MTU-1010,2847,Low,Deficit
2024-01-04,BPT-5204,2803,Medium,Normal
2024-01-04,JGL-1798,2896,Medium,Surplus
2024-01-04,IR-64,2724,Low,Normal
2024-01-04,Jyothi,2413,High,Normal
2024-01-04,MTU-1010,2830,Low,Deficit
2024-01-11,BPT-5204,2968,Low,Surplus
2024-01-11,JGL-1798,2683,Low,Deficit
2024-01-11,IR-64,2599,Low,Normal
2024-01-11,Jyothi,2456,Low,Deficit
2024-01-11,MTU-1010,2872,High,Deficit
2024-01-18,BPT-5204,3018,Medium,Normal
2024-01-18,JGL-1798,2842,Low,Surplus
2024-01-18,IR-64,2655,Low,Deficit
2024-01-18,Jyothi,2458,Low,Normal
2024-01-18,MTU-1010,2899,Medium,Surplus
2024-01-25,BPT-5204,3040,Low,Normal
2024-01-25,JGL-1798,2726,High,Normal
2024-01-25,IR-64,2564,High,Normal
2024-01-25,Jyothi,2497,Medium,Deficit
2024-01-25,MTU-1010,2977,High,Deficit
2024-02-01,BPT-5204,3309,High,Normal
2024-02-01,JGL-1798,3073,Low,Surplus
2024-02-01,IR-64,2771,Low,Normal
2024-02-01,Jyothi,2867,Low,Normal
2024-02-01,MTU-1010,2990,Medium,Deficit
2024-02-08,BPT-5204,3221,Low,Surplus
2024-02-08,JGL-1798,2914,Low,Normal
2024-02-08,IR-64,2788,Low,Surplus
2024-02-08,Jyothi,2655,High,Normal
2024-02-08,MTU-1010,2978,Low,Deficit
2024-02-15,BPT-5204,3325,Medium,Surplus
2024-02-15,JGL-1798,3187,Medium,Deficit
2024-02-15,IR-64,2803,High,Normal
2024-02-15,Jyothi,2726,Medium,Normal
2024-02-15,MTU-1010,3198,Medium,Surplus
2024-02-22,BPT-5204,3109,Low,Deficit
2024-02-22,JGL-1798,3173,Low,Surplus
2024-02-22,IR-64,2885,Medium,Deficit
2024-02-22,Jyothi,2886,Low,Surplus
2024-02-22,MTU-1010,3032,Medium,Deficit
2024-02-29,BPT-5204,3053,Medium,Surplus
2024-02-29,JGL-1798,3024,High,Surplus
2024-02-29,IR-64,2958,High,Normal
2024-02-29,Jyothi,2646,Medium,Normal
2024-02-29,MTU-1010,3251,High,Surplus
2024-03-07,BPT-5204,3177,High,Normal
2024-03-07,JGL-1798,3182,Low,Normal
2024-03-07,IR-64,3040,Low,Surplus
2024-03-07,Jyothi,2645,Medium,Deficit
2024-03-07,MTU-1010,3105,High,Surplus
2024-03-14,BPT-5204,3196,Medium,Deficit
2024-03-14,JGL-1798,3140,Medium,Deficit
2024-03-14,IR-64,2794,High,Normal
2024-03-14,Jyothi,2771,Low,Normal
2024-03-14,MTU-1010,3140,Low,Normal
2024-03-21,BPT-5204,3308,High,Surplus
2024-03-21,JGL-1798,2915,Low,Deficit
2024-03-21,IR-64,2777,Medium,Normal
2024-03-21,Jyothi,2855,High,Normal
2024-03-21,MTU-1010,3260,Low,Normal
2024-03-28,BPT-5204,3231,Medium,Deficit
2024-03-28,JGL-1798,2985,Low,Surplus
2024-03-28,IR-64,2902,High,Surplus
2024-03-28,Jyothi,2730,Low,Surplus
2024-03-28,MTU-1010,2995,Low,Deficit
2024-04-04,BPT-5204,3261,Medium,Deficit
2024-04-04,JGL-1798,2953,Low,Normal
2024-04-04,IR-64,2806,Medium,Surplus
2024-04-04,Jyothi,2637,High,Surplus
2024-04-04,MTU-1010,3196,High,Surplus
2024-04-11,BPT-5204,3053,Low,Surplus
2024-04-11,JGL-1798,2929,High,Normal
2024-04-11,IR-64,2838,High,Deficit
2024-04-11,Jyothi,2754,Medium,Normal
2024-04-11,MTU-1010,3110,Medium,Normal
2024-04-18,BPT-5204,3154,Medium,Deficit
2024-04-18,JGL-1798,2997,High,Deficit
2024-04-18,IR-64,2801,Medium,Surplus
2024-04-18,Jyothi,2687,Medium,Deficit
2024-04-18,MTU-1010,3152,High,Surplus
2024-04-25,BPT-5204,3144,Medium,Surplus
2024-04-25,JGL-1798,3127,High,Deficit
2024-04-25,IR-64,2935,Medium,Deficit
2024-04-25,Jyothi,2837,High,Normal
2024-04-25,MTU-1010,3064,Medium,Normal
2024-05-02,BPT-5204,3324,High,Normal
2024-05-02,JGL-1798,2909,High,Deficit
2024-05-02,IR-64,2766,Low,Normal
2024-05-02,Jyothi,2690,Low,Deficit
2024-05-02,MTU-1010,3104,Low,Deficit
2024-05-09,BPT-5204,3221,High,Surplus
2024-05-09,JGL-1798,2973,Medium,Surplus
2024-05-09,IR-64,2864,Low,Deficit
2024-05-09,Jyothi,2782,Low,Normal
2024-05-09,MTU-1010,3128,High,Surplus
2024-05-16,BPT-5204,3188,Low,Normal
2024-05-16,JGL-1798,2941,High,Normal
2024-05-16,IR-64,2865,Medium,Deficit
2024-05-16,Jyothi,2847,Medium,Deficit
2024-05-16,MTU-1010,3013,Medium,Normal
2024-05-23,BPT-5204,3188,High,Surplus
2024-05-23,JGL-1798,2900,Medium,Deficit
2024-05-23,IR-64,2799,Low,Normal
2024-05-23,Jyothi,2766,Medium,Deficit
2024-05-23,MTU-1010,3022,Medium,Normal
2024-05-30,BPT-5204,3035,High,Normal
2024-05-30,JGL-1798,3119,Medium,Deficit
2024-05-30,IR-64,2757,High,Surplus
2024-05-30,Jyothi,2811,Medium,Surplus
2024-05-30,MTU-1010,3157,Low,Normal
2024-06-06,BPT-5204,3572,High,Surplus
2024-06-06,JGL-1798,3356,Low,Deficit
2024-06-06,IR-64,3244,Medium,Normal
2024-06-06,Jyothi,2850,High,Deficit
2024-06-06,MTU-1010,3307,High,Deficit
2024-06-13,BPT-5204,3354,Medium,Surplus
2024-06-13,JGL-1798,3177,Low,Surplus
2024-06-13,IR-64,3028,Medium,Normal
2024-06-13,Jyothi,3050,Low,Normal
2024-06-13,MTU-1010,3452,High,Deficit
2024-06-20,BPT-5204,3472,Low,Surplus
2024-06-20,JGL-1798,3137,Low,Deficit
2024-06-20,IR-64,2985,High,Normal
2024-06-20,Jyothi,2845,Low,Normal
2024-06-20,MTU-1010,3480,High,Deficit
2024-06-27,BPT-5204,3404,Low,Normal
2024-06-27,JGL-1798,3269,Medium,Deficit
2024-06-27,IR-64,3040,Medium,Surplus
2024-06-27,Jyothi,2896,Medium,Surplus
2024-06-27,MTU-1010,3316,Low,Normal
2024-07-04,BPT-5204,3581,Medium,Surplus
2024-07-04,JGL-1798,3335,Low,Surplus
2024-07-04,IR-64,3026,High,Normal
2024-07-04,Jyothi,2898,High,Normal
2024-07-04,MTU-1010,3500,Low,Surplus
2024-07-11,BPT-5204,3554,High,Deficit
2024-07-11,JGL-1798,3222,High,Normal
2024-07-11,IR-64,2992,Medium,Surplus
2024-07-11,Jyothi,2951,Low,Surplus
2024-07-11,MTU-1010,3453,High,Deficit
2024-07-18,BPT-5204,3391,Low,Surplus
2024-07-18,JGL-1798,3418,High,Deficit
2024-07-18,IR-64,3239,Low,Deficit
2024-07-18,Jyothi,3102,High,Surplus
2024-07-18,MTU-1010,3522,Low,Surplus
2024-07-25,BPT-5204,3484,Low,Normal
2024-07-25,JGL-1798,3333,High,Normal
2024-07-25,IR-64,3144,Medium,Normal
2024-07-25,Jyothi,3103,Medium,Deficit
2024-07-25,MTU-1010,3506,High,Surplus
2024-08-01,BPT-5204,3410,Medium,Normal
2024-08-01,JGL-1798,3295,Medium,Surplus
2024-08-01,IR-64,3067,Medium,Surplus
2024-08-01,Jyothi,2970,Low,Surplus
2024-08-01,MTU-1010,3417,Medium,Normal
2024-08-08,BPT-5204,3416,Medium,Surplus
2024-08-08,JGL-1798,3259,High,Normal
2024-08-08,IR-64,2977,Low,Normal
2024-08-08,Jyothi,3047,High,Deficit
2024-08-08,MTU-1010,3449,Low,Deficit
2024-08-15,BPT-5204,3570,High,Normal
2024-08-15,JGL-1798,3239,Medium,Surplus
2024-08-15,IR-64,3052,Medium,Normal
2024-08-15,Jyothi,3025,Medium,Normal
2024-08-15,MTU-1010,3395,High,Surplus
2024-08-22,BPT-5204,3436,Low,Surplus
2024-08-22,JGL-1798,3165,Medium,Normal
2024-08-22,IR-64,2991,High,Deficit
2024-08-22,Jyothi,2912,Medium,Surplus
2024-08-22,MTU-1010,3459,High,Normal
2024-08-29,BPT-5204,3489,High,Surplus
2024-08-29,JGL-1798,3133,Low,Deficit
2024-08-29,IR-64,3083,Medium,Deficit
2024-08-29,Jyothi,3031,High,Surplus
2024-08-29,MTU-1010,3521,High,Deficit
2024-09-05,BPT-5204,3129,Low,Normal
2024-09-05,JGL-1798,2910,Low,Normal
2024-09-05,IR-64,2777,High,Surplus
2024-09-05,Jyothi,2656,Low,Normal
2024-09-05,MTU-1010,3075,High,Surplus
2024-09-12,BPT-5204,3079,Medium,Normal
2024-09-12,JGL-1798,3001,Low,Surplus
2024-09-12,IR-64,2826,Low,Surplus
2024-09-12,Jyothi,2805,Medium,Normal
2024-09-12,MTU-1010,3181,High,Deficit
2024-09-19,BPT-5204,3324,Medium,Normal
2024-09-19,JGL-1798,3171,Low,Normal
2024-09-19,IR-64,2993,Low,Normal
2024-09-19,Jyothi,2623,Medium,Deficit
2024-09-19,MTU-1010,2993,High,Normal
2024-09-26,BPT-5204,3326,Low,Surplus
2024-09-26,JGL-1798,2970,High,Normal
2024-09-26,IR-64,2969,Low,Surplus
2024-09-26,Jyothi,2714,High,Normal
2024-09-26,MTU-1010,3286,Low,Normal
2024-10-03,BPT-5204,3115,High,Deficit
2024-10-03,JGL-1798,2953,High,Deficit
2024-10-03,IR-64,2991,High,Normal
2024-10-03,Jyothi,2809,Medium,Surplus
2024-10-03,MTU-1010,3004,Medium,Surplus
2024-10-10,BPT-5204,3158,Medium,Normal
2024-10-10,JGL-1798,2919,Low,Surplus
2024-10-10,IR-64,2767,High,Normal
2024-10-10,Jyothi,2659,Low,Normal
2024-10-10,MTU-1010,3007,High,Surplus
2024-10-17,BPT-5204,3196,Medium,Deficit
2024-10-17,JGL-1798,3022,Low,Surplus
2024-10-17,IR-64,2967,Low,Deficit
2024-10-17,Jyothi,2778,Medium,Normal
2024-10-17,MTU-1010,3152,High,Deficit
2024-10-24,BPT-5204,3054,Low,Surplus
2024-10-24,JGL-1798,2971,Medium,Surplus
2024-10-24,IR-64,2777,Medium,Normal
2024-10-24,Jyothi,2746,High,Normal
2024-10-24,MTU-1010,3182,Low,Normal
2024-10-31,BPT-5204,3223,Low,Normal
2024-10-31,JGL-1798,3121,High,Surplus
2024-10-31,IR-64,2808,Low,Deficit
2024-10-31,Jyothi,2662,High,Surplus
2024-10-31,MTU-1010,3256,High,Surplus
2024-11-07,BPT-5204,3051,Medium,Surplus
2024-11-07,JGL-1798,2674,High,Surplus
2024-11-07,IR-64,2657,Low,Deficit
2024-11-07,Jyothi,2549,Medium,Deficit
2024-11-07,MTU-1010,3014,Medium,Surplus
2024-11-14,BPT-5204,2958,Low,Surplus
2024-11-14,JGL-1798,2830,High,Deficit
2024-11-14,IR-64,2573,Medium,Deficit
2024-11-14,Jyothi,2546,Low,Normal
2024-11-14,MTU-1010,2908,High,Deficit
2024-11-21,BPT-5204,3040,Medium,Surplus
2024-11-21,JGL-1798,2835,High,Normal
2024-11-21,IR-64,2603,High,Surplus
2024-11-21,Jyothi,2573,High,Normal
2024-11-21,MTU-1010,2848,High,Surplus
2024-11-28,BPT-5204,2798,Medium,Normal
2024-11-28,JGL-1798,2760,Low,Normal
2024-11-28,IR-64,2692,High,Surplus
2024-11-28,Jyothi,2642,Low,Deficit
2024-11-28,MTU-1010,2895,Low,Normal
2024-12-05,BPT-5204,2845,High,Surplus
2024-12-05,JGL-1798,2670,Low,Surplus
2024-12-05,IR-64,2690,Medium,Surplus
2024-12-05,Jyothi,2505,Low,Normal
2024-12-05,MTU-1010,2997,High,Surplus
2024-12-12,BPT-5204,2888,Medium,Deficit
2024-12-12,JGL-1798,2743,Medium,Normal
2024-12-12,IR-64,2659,Medium,Deficit
2024-12-12,Jyothi,2647,Low,Surplus
2024-12-12,MTU-1010,2981,High,Deficit
2024-12-19,BPT-5204,2953,Low,Surplus
2024-12-19,JGL-1798,2932,Low,Normal
2024-12-19,IR-64,2747,High,Surplus
2024-12-19,Jyothi,2516,High,Surplus
2024-12-19,MTU-1010,2817,Medium,Normal
2024-12-26,BPT-5204,2907,Medium,Surplus
2024-12-26,JGL-1798,2846,Low,Deficit
2024-12-26,IR-64,2683,Low,Normal
2024-12-26,Jyothi,2513,Low,Deficit
2024-12-26,MTU-1010,2893,High,Deficit
