Year,Numeric_Year,Season,District,Region,Soil_Quality,Area_Hectares,Production_Tonnes,Yield_Kg_per_Ha,Irrigation_Percent,Rainfall_mm,Temperature_Celsius,Humidity_Percent,Soil_pH,Soil_Organic_Carbon_Percent,Soil_Nitrogen_kg_per_ha,Soil_Phosphorus_kg_per_ha,Soil_Potassium_kg_per_ha,Urea_Applied_kg_per_ha,DAP_Applied_kg_per_ha,Potash_Applied_kg_per_ha,Organic_Fertilizer_kg_per_ha,Pest_Incidence,Disease_Incidence,Pesticide_Sprays,Seed_Variety,Sowing_Method,Water_Management,Weed_Management,Labor_Days_per_ha,Tractor_Hours_per_ha,Harvester_Used,Cost_of_Cultivation_Rs_per_ha,Market_Price_Rs_per_quintal,Gross_Revenue_Rs_per_ha,Net_Income_Rs_per_ha
2010-11,2010,Kharif,Tumakuru,South,medium,52276,145222,2778,64,497,30.9,61,6.34,0.75,253.8,21.3,140.7,109,85,64,1654,High,Low,3,MTU-1010,Direct Seeding,Flood Irrigation,Manual,98,39,No,37521,2106,58504,20983
2010-11,2010,Rabi,Tumakuru,South,medium,14055,37920,2698,64,390,30.3,72,7.02,0.57,207.6,24.8,218.6,188,60,62,1208,Low,Low,5,JGL-1798,Transplanting,Drip,Mixed,130,39,No,35970,2449,66074,30104
2010-11,2010,Kharif,Udupi,Coastal,medium-low,30768,79935,2598,52,861,26.9,71,6.83,0.49,177.9,21.7,157.0,198,87,45,1960,Low,Low,4,JGL-1798,Direct Seeding,Sprinkler,Mixed,99,38,No,45376,2169,56350,10974
2010-11,2010,Rabi,Udupi,Coastal,medium-low,12788,24361,1905,52,257,26.4,84,6.4,0.37,178.1,19.0,183.2,152,63,31,683,Medium,High,2,Intan,SRI,Drip,Herbicide,81,24,No,47707,1886,35928,-11778
2010-11,2010,Kharif,Uttara Kannada,Coastal,medium-low,49770,128804,2588,50,648,27.7,65,7.03,0.38,190.3,15.4,121.9,121,105,47,1362,Medium,Medium,2,IR-64,Direct Seeding,Flood Irrigation,Mixed,143,34,Yes,50003,1909,49404,-598
2010-11,2010,Rabi,Uttara Kannada,Coastal,medium-low,13443,26496,1971,50,302,25.3,79,6.57,0.73,216.0,18.6,223.5,183,67,49,1156,High,High,3,Jyothi,Direct Seeding,Flood Irrigation,Herbicide,120,24,No,53870,2048,40366,-13503
2010-11,2010,Kharif,Vijayapura,North,medium-low,32979,79413,2408,56,802,25.7,78,6.3,0.8,177.0,25.4,104.0,193,109,75,929,Medium,Medium,2,MTU-1010,Direct Seeding,Sprinkler,Herbicide,97,35,No,42930,2058,49556,6626
2010-11,2010,Rabi,Vijayapura,North,medium-low,25300,51384,2031,56,316,29.9,62,6.67,0.6,237.3,20.7,238.5,188,103,64,575,Medium,High,6,Intan,SRI,Flood Irrigation,Manual,111,36,No,40450,2462,50003,9553
2010-11,2010,Kharif,Yadgir,North,medium-low,45051,90327,2005,51,1060,28.8,72,7.45,0.47,269.4,12.1,114.8,128,115,77,1562,High,High,6,JGL-1798,Direct Seeding,Drip,Herbicide,139,39,Yes,46303,1825,36591,-9711
2010-11,2010,Rabi,Yadgir,North,medium-low,21314,39494,1853,51,312,31.2,62,6.17,0.77,171.3,16.2,168.3,126,116,60,1213,Medium,Low,5,Rasi,SRI,Drip,Herbicide,88,24,Yes,38771,1823,33780,-4990
2011-12,2011,Kharif,Bagalkot,North,medium,54336,168332,3098,69,511,28.8,65,7.39,0.67,227.4,21.0,149.6,154,109,44,1329,High,Low,3,Rasi,SRI,Drip,Herbicide,83,38,Yes,49731,2406,74537,24806
2011-12,2011,Rabi,Bagalkot,North,medium,19863,56530,2846,69,209,24.1,84,7.06,0.7,236.6,26.0,180.5,146,91,42,1437,Low,Medium,5,Intan,SRI,Drip,Mixed,129,34,No,54234,1916,54529,295
2011-12,2011,Kharif,Ballari,North,high,66992,293692,4384,80,868,28.2,81,7.06,0.45,242.2,11.7,120.1,115,80,49,739,Low,Medium,3,Intan,Direct Seeding,Drip,Mixed,97,33,No,48862,1990,87241,38379
2011-12,2011,Rabi,Ballari,North,high,42285,182671,4320,80,188,27.5,75,6.43,0.39,276.3,22.4,229.8,101,112,38,899,Medium,High,6,Rasi,Direct Seeding,Drip,Mixed,142,28,No,51013,1971,85147,34134
2011-12,2011,Kharif,Belagavi,North,medium-low,22467,59627,2654,58,1179,24.2,61,6.41,0.57,175.2,19.1,211.4,198,113,65,1546,Low,High,2,IR-64,SRI,Drip,Mixed,85,39,No,52902,2023,53690,788
2011-12,2011,Rabi,Belagavi,North,medium-low,19765,41111,2080,58,226,25.0,61,6.67,0.47,272.5,18.8,249.1,199,80,43,1704,High,Medium,6,Rasi,Direct Seeding,Flood Irrigation,Mixed,97,40,Yes,41781,1860,38688,-3093
2011-12,2011,Kharif,Bengaluru Rural,South,medium,42732,118495,2773,63,687,28.0,65,6.49,0.65,193.4,15.3,228.7,186,62,38,1342,Low,Medium,3,Rasi,Transplanting,Flood Irrigation,Manual,121,22,No,51038,1945,53934,2896
2011-12,2011,Rabi,Bengaluru Rural,South,medium,23174,63288,2731,63,312,25.8,62,6.95,0.74,164.0,20.3,141.7,147,108,61,1170,High,Low,2,Rasi,Direct Seeding,Sprinkler,Mixed,125,17,No,42137,2239,61147,19010
2011-12,2011,Kharif,Bidar,North,medium-low,53324,119819,2247,54,674,25.2,69,6.51,0.59,234.9,19.7,151.6,187,56,32,703,High,Medium,2,BPT-5204,Transplanting,Drip,Herbicide,80,28,Yes,39322,2465,55388,16066
2011-12,2011,Rabi,Bidar,North,medium-low,17005,34027,2001,54,240,22.9,71,6.38,0.49,285.6,13.3,159.5,139,79,57,1842,Low,High,2,BPT-5204,Transplanting,Drip,Manual,96,33,Yes,52021,2496,49944,-2076
2011-12,2011,Kharif,Chamarajanagar,South,medium,37534,88505,2358,60,1112,25.4,63,7.48,0.51,169.8,11.4,157.5,193,63,36,1141,Medium,Medium,3,Jyothi,Transplanting,Sprinkler,Mixed,98,17,Yes,54998,2465,58124,3126
2011-12,2011,Rabi,Chamarajanagar,South,medium,13920,34173,2455,60,209,28.3,64,7.38,0.61,216.4,14.3,234.5,117,65,67,1995,Medium,Medium,5,IR-64,Transplanting,Flood Irrigation,Herbicide,90,22,No,35878,2474,60736,24858
2011-12,2011,Kharif,Chikkaballapura,South,medium,55445,143436,2587,59,930,28.1,66,7.12,0.45,158.2,28.0,243.2,163,99,37,993,Medium,High,6,BPT-5204,SRI,Flood Irrigation,Herbicide,120,19,No,53624,2230,57690,4066
2011-12,2011,Rabi,Chikkaballapura,South,medium,18427,46509,2524,59,188,29.6,84,6.11,0.59,152.1,14.3,238.4,150,114,48,1787,High,High,5,Jyothi,SRI,Drip,Manual,148,32,Yes,44092,1885,47577,3485
2011-12,2011,Kharif,Chikkamagaluru,South,medium,31916,90162,2825,65,608,31.7,64,6.8,0.5,245.1,26.7,202.2,108,89,74,1395,High,Low,2,JGL-1798,Transplanting,Drip,Manual,138,34,Yes,45134,2482,70116,24982
2011-12,2011,Rabi,Chikkamagaluru,South,medium,26851,82217,3062,65,189,23.2,82,6.21,0.31,224.5,16.9,177.6,192,83,40,1261,Low,High,4,Rasi,Transplanting,Flood Irrigation,Herbicide,134,23,Yes,43616,2390,73181,29565
2011-12,2011,Kharif,Chitradurga,Central,medium-low,45120,105400,2336,58,866,27.1,61,6.75,0.58,205.2,15.1,115.4,173,64,44,1542,Low,Low,2,JGL-1798,Transplanting,Drip,Herbicide,129,19,Yes,36158,2366,55269,19111
2011-12,2011,Rabi,Chitradurga,Central,medium-low,28226,76661,2716,58,314,24.2,67,6.62,0.66,190.7,11.6,155.9,164,56,41,957,High,Low,5,BPT-5204,Direct Seeding,Drip,Herbicide,121,17,No,35261,2177,59127,23866
2011-12,2011,Kharif,Dakshina Kannada,Coastal,medium-low,27374,64356,2351,55,711,29.4,67,6.7,0.6,224.0,25.5,129.3,169,81,39,513,Medium,Low,3,Intan,Direct Seeding,Sprinkler,Mixed,81,25,Yes,47329,2114,49700,2371
2011-12,2011,Rabi,Dakshina Kannada,Coastal,medium-low,12574,26053,2072,55,221,26.2,61,7.46,0.37,192.0,10.9,134.7,166,102,74,1262,Medium,High,2,Intan,Transplanting,Sprinkler,Manual,130,17,Yes,49253,2478,51344,2091
2011-12,2011,Kharif,Davanagere,Central,high,48932,202040,4129,78,667,30.5,85,6.59,0.72,198.9,19.1,135.0,125,67,79,1697,Low,Low,2,JGL-1798,Direct Seeding,Drip,Herbicide,132,18,No,41803,2262,93397,51594
2011-12,2011,Rabi,Davanagere,Central,high,34300,137645,4013,78,161,22.9,85,7.03,0.71,254.5,10.8,225.4,141,68,35,1956,Low,Medium,5,Intan,Transplanting,Sprinkler,Herbicide,113,20,Yes,48251,2263,90814,42563
2011-12,2011,Kharif,Dharwad,North,medium,42144,139623,3313,67,655,22.9,63,7.21,0.37,151.8,26.6,247.4,116,75,55,1262,High,High,2,Intan,SRI,Drip,Manual,82,17,Yes,49530,1931,63974,14444
2011-12,2011,Rabi,Dharwad,North,medium,12306,38517,3130,67,269,23.2,74,6.08,0.76,215.0,24.5,174.4,148,104,41,1224,Low,Low,4,IR-64,Direct Seeding,Flood Irrigation,Manual,111,35,No,51347,2221,69517,18170
2011-12,2011,Kharif,Gadag,North,medium,55732,171543,3078,60,462,22.9,72,6.21,0.4,282.7,20.5,194.6,169,52,54,1960,Medium,Medium,6,MTU-1010,Direct Seeding,Drip,Mixed,144,25,No,43861,1984,61067,17206
2011-12,2011,Rabi,Gadag,North,medium,10831,28149,2599,60,212,22.3,85,7.17,0.33,298.7,20.6,215.0,129,70,36,1007,High,Low,4,Intan,SRI,Flood Irrigation,Manual,129,26,Yes,40770,2042,53071,12301
2011-12,2011,Kharif,Hassan,South,medium,43665,137763,3155,68,1155,29.0,78,6.04,0.65,292.1,21.3,184.5,124,113,64,1132,Low,Medium,2,BPT-5204,Transplanting,Flood Irrigation,Mixed,108,15,No,35022,2139,67485,32463
2011-12,2011,Rabi,Hassan,South,medium,23996,66060,2753,68,166,25.4,65,7.38,0.72,198.5,10.4,188.0,118,64,63,1247,Low,Medium,5,Intan,Transplanting,Drip,Herbicide,121,19,Yes,49315,2454,67558,18243
2011-12,2011,Kharif,Haveri,North,medium,39286,128190,3263,62,578,29.1,77,7.04,0.76,268.0,14.5,188.3,122,98,49,1910,Medium,Low,3,Rasi,Transplanting,Sprinkler,Mixed,130,39,Yes,40966,2416,78834,37868
2011-12,2011,Rabi,Haveri,North,medium,17371,55291,3183,62,213,28.4,63,7.41,0.37,261.8,14.8,247.4,121,61,75,1872,High,High,4,Jyothi,Transplanting,Drip,Manual,111,37,Yes,46484,2062,65633,19149
2011-12,2011,Kharif,Kalaburagi,North,medium-low,51753,117375,2268,57,401,22.5,74,7.1,0.78,282.7,19.9,156.8,169,98,36,1481,High,High,3,JGL-1798,Direct Seeding,Flood Irrigation,Manual,117,15,No,43556,1907,43250,-305
2011-12,2011,Rabi,Kalaburagi,North,medium-low,11908,26388,2216,57,292,23.6,62,6.82,0.75,164.0,21.9,192.0,161,53,57,1838,Low,High,5,JGL-1798,Transplanting,Flood Irrigation,Herbicide,106,21,No,53157,2353,52142,-1014
2011-12,2011,Kharif,Kodagu,South,low,30059,68564,2281,48,704,24.4,61,6.59,0.57,223.6,11.1,100.6,111,87,72,1780,High,Medium,3,BPT-5204,Transplanting,Flood Irrigation,Manual,117,17,No,38784,2115,48243,9459
2011-12,2011,Rabi,Kodagu,South,low,27818,53215,1913,48,350,30.9,68,6.14,0.57,177.7,27.7,155.4,157,55,46,1400,Medium,Medium,3,MTU-1010,Direct Seeding,Sprinkler,Manual,99,39,Yes,37808,2484,47518,9710
2011-12,2011,Kharif,Kolar,South,medium,33324,103237,3098,61,823,31.7,78,6.34,0.33,208.1,20.5,244.8,187,110,66,982,Medium,Medium,2,Jyothi,SRI,Flood Irrigation,Mixed,146,40,Yes,38941,2259,69983,31042
2011-12,2011,Rabi,Kolar,South,medium,14117,41122,2913,61,185,31.7,85,6.29,0.32,161.8,23.7,130.3,180,68,68,1028,Medium,High,2,BPT-5204,Direct Seeding,Sprinkler,Herbicide,150,25,No,52029,2269,66095,14066
2011-12,2011,Kharif,Koppal,North,high,39091,204406,5229,85,1038,27.9,85,6.63,0.51,172.2,21.8,213.8,112,63,66,706,Medium,High,4,Jyothi,Direct Seeding,Drip,Mixed,142,33,No,36227,1976,103325,67098
2011-12,2011,Rabi,Koppal,North,high,32826,139018,4235,85,305,22.4,70,7.04,0.32,221.3,15.4,155.9,143,88,49,1074,Medium,High,2,MTU-1010,Transplanting,Flood Irrigation,Herbicide,136,39,No,43828,2226,94271,50443
2011-12,2011,Kharif,Mandya,South,high,88367,458978,5194,90,592,26.4,73,7.11,0.68,280.1,26.4,177.3,120,58,49,1953,High,Medium,3,MTU-1010,SRI,Sprinkler,Manual,102,21,Yes,36888,2055,106736,69848
2011-12,2011,Rabi,Mandya,South,high,21975,97744,4448,90,284,29.0,68,6.55,0.53,209.5,28.5,202.2,130,97,61,1716,Medium,Low,5,Intan,SRI,Drip,Herbicide,100,23,Yes,44341,1828,81309,36968
2011-12,2011,Kharif,Mysuru,South,medium,35102,104323,2972,70,985,29.8,66,7.29,0.62,251.7,15.4,161.4,102,51,60,770,High,Low,6,MTU-1010,Transplanting,Flood Irrigation,Herbicide,119,37,No,48887,2185,64938,16051
2011-12,2011,Rabi,Mysuru,South,medium,29311,86995,2968,70,229,24.2,69,7.02,0.71,209.6,12.0,176.7,184,97,65,1825,High,High,4,IR-64,SRI,Flood Irrigation,Herbicide,88,25,No,45654,2083,61823,16169
2011-12,2011,Kharif,Raichur,North,high,59777,293564,4911,82,1067,25.0,64,6.78,0.42,158.5,27.1,221.5,151,90,73,786,High,Low,5,IR-64,Direct Seeding,Drip,Herbicide,129,38,Yes,54104,2385,117127,63023
2011-12,2011,Rabi,Raichur,North,high,28998,117441,4050,82,213,28.9,80,7.18,0.75,250.8,20.1,226.8,184,73,48,699,Medium,Low,4,Rasi,SRI,Flood Irrigation,Mixed,122,35,Yes,42282,2163,87601,45319
2011-12,2011,Kharif,Ramanagara,South,medium,28316,92083,3252,66,714,26.2,70,6.56,0.59,219.6,12.4,108.1,181,59,60,898,High,Low,5,Intan,Direct Seeding,Drip,Manual,99,19,Yes,46228,2219,72161,25933
2011-12,2011,Rabi,Ramanagara,South,medium,22995,70502,3066,66,334,23.4,82,6.27,0.34,199.9,29.7,147.0,107,50,58,1060,Low,Low,6,MTU-1010,Transplanting,Drip,Manual,96,34,No,49070,2213,67850,18780
2011-12,2011,Kharif,Shivamogga,Central,high,73737,378270,5130,75,792,22.0,77,6.3,0.49,152.1,16.4,225.0,124,52,73,508,High,High,3,JGL-1798,SRI,Drip,Herbicide,96,18,No,51493,2402,123222,71729
2011-12,2011,Rabi,Shivamogga,Central,high,34201,125654,3674,75,123,25.0,69,6.68,0.56,228.6,18.7,203.0,117,93,61,1235,Low,Low,5,BPT-5204,Transplanting,Flood Irrigation,Mixed,96,21,Yes,54323,2316,85089,30766
2011-12,2011,Kharif,Tumakuru,South,medium,26057,68034,2611,64,1128,28.5,61,6.56,0.62,265.7,22.5,189.1,106,63,71,540,Low,High,2,Jyothi,Direct Seeding,Drip,Manual,150,23,No,40017,2010,52481,12464
2011-12,2011,Rabi,Tumakuru,South,medium,25811,72528,2810,64,104,25.0,81,6.15,0.56,243.4,24.0,162.8,113,115,76,1765,Low,Medium,2,MTU-1010,Transplanting,Drip,Manual,105,39,No,52142,2006,56368,4226
2011-12,2011,Kharif,Udupi,Coastal,medium-low,33911,86676,2556,52,702,23.6,77,6.74,0.4,290.0,16.6,100.4,185,61,37,1675,High,Medium,3,BPT-5204,SRI,Flood Irrigation,Mixed,92,23,Yes,49966,2103,53752,3786
2011-12,2011,Rabi,Udupi,Coastal,medium-low,16160,34921,2161,52,151,30.1,61,7.28,0.48,251.5,18.5,117.4,197,55,30,783,High,High,3,IR-64,Direct Seeding,Drip,Mixed,114,38,Yes,47210,2150,46461,-748
2011-12,2011,Kharif,Uttara Kannada,Coastal,medium-low,26634,54866,2060,50,809,31.6,68,7.25,0.64,221.7,18.4,232.9,121,64,38,1925,High,Low,3,BPT-5204,Direct Seeding,Sprinkler,Herbicide,136,20,No,46750,2426,49975,3225
2011-12,2011,Rabi,Uttara Kannada,Coastal,medium-low,10892,25421,2334,50,166,26.8,75,6.17,0.51,156.9,15.2,147.1,190,117,79,1680,High,High,3,Rasi,Direct Seeding,Sprinkler,Mixed,92,28,Yes,50791,2154,50274,-516
2011-12,2011,Kharif,Vijayapura,North,medium-low,46625,123416,2647,56,794,23.5,77,7.34,0.61,151.7,28.7,175.8,160,113,40,653,Medium,Medium,3,IR-64,Direct Seeding,Flood Irrigation,Mixed,108,32,No,48214,2040,53998,5784
2011-12,2011,Rabi,Vijayapura,North,medium-low,12012,27039,2251,56,393,26.5,75,6.67,0.36,224.6,23.1,115.4,152,54,65,1624,Low,Low,6,Intan,SRI,Drip,Mixed,106,35,No,46169,2172,48891,2722
2011-12,2011,Kharif,Yadgir,North,medium-low,53342,108124,2027,51,628,30.4,70,6.84,0.61,221.0,23.1,207.4,114,62,78,1849,Low,Low,4,IR-64,SRI,Drip,Mixed,146,26,Yes,36500,1968,39891,3391
2011-12,2011,Rabi,Yadgir,North,medium-low,21270,40221,1891,51,309,23.1,79,6.29,0.36,277.8,14.3,223.7,124,93,36,1348,Low,High,6,BPT-5204,Direct Seeding,Drip,Mixed,144,19,No,35142,2343,44306,9164
2012-13,2012,Kharif,Bagalkot,North,medium,49029,138654,2828,69,843,30.4,75,7.39,0.69,286.5,23.8,126.0,116,63,54,1846,High,High,4,Intan,Direct Seeding,Drip,Mixed,111,23,No,46234,2101,59416,13182
2012-13,2012,Rabi,Bagalkot,North,medium,20134,64912,3224,69,170,26.1,82,7.33,0.56,276.5,21.0,147.1,194,120,70,945,Low,Low,6,Rasi,Direct Seeding,Sprinkler,Herbicide,96,37,Yes,51511,2355,75925,24414
2012-13,2012,Kharif,Ballari,North,high,94617,453120,4789,80,1127,23.2,71,6.84,0.59,291.4,24.2,201.1,168,86,57,526,High,Low,2,Jyothi,Transplanting,Flood Irrigation,Mixed,87,21,No,40273,2093,100233,59960
2012-13,2012,Rabi,Ballari,North,high,50465,194744,3859,80,131,28.9,69,6.31,0.57,203.8,19.1,192.4,186,78,77,1825,High,Medium,3,Intan,SRI,Drip,Mixed,86,27,No,48650,2120,81810,33160
2012-13,2012,Kharif,Belagavi,North,medium-low,41470,94302,2274,58,1161,24.5,79,7.3,0.73,216.5,14.5,195.1,190,97,78,1705,High,High,6,JGL-1798,SRI,Flood Irrigation,Herbicide,137,20,Yes,41126,1977,44956,3830
2012-13,2012,Rabi,Belagavi,North,medium-low,26375,62851,2383,58,293,22.4,68,6.83,0.37,237.6,15.1,149.6,190,69,32,814,Medium,High,2,MTU-1010,SRI,Sprinkler,Mixed,118,30,No,37388,2125,50638,13250
2012-13,2012,Kharif,Bengaluru Rural,South,medium,40372,107995,2675,63,588,27.2,85,6.76,0.51,230.6,11.8,133.2,127,92,51,1238,Medium,Low,6,Intan,Direct Seeding,Sprinkler,Mixed,81,18,No,49603,2046,54730,5127
2012-13,2012,Rabi,Bengaluru Rural,South,medium,30121,82953,2754,63,224,31.6,81,7.33,0.49,269.4,12.3,138.5,192,86,31,1558,Medium,High,6,Jyothi,Direct Seeding,Flood Irrigation,Herbicide,104,25,Yes,38144,1971,54281,16137
2012-13,2012,Kharif,Bidar,North,medium-low,50553,126331,2499,54,407,28.3,66,7.01,0.69,279.7,18.5,115.6,168,105,71,647,High,High,3,BPT-5204,Direct Seeding,Sprinkler,Herbicide,84,17,Yes,36778,1982,49530,12752
2012-13,2012,Rabi,Bidar,North,medium-low,27682,57495,2077,54,136,27.7,67,7.37,0.5,217.7,18.1,147.5,149,65,64,512,High,High,6,BPT-5204,SRI,Sprinkler,Manual,89,26,Yes,44497,2108,43783,-713
2012-13,2012,Kharif,Chamarajanagar,South,medium,43704,106462,2436,60,1183,31.3,72,6.59,0.63,221.1,20.7,120.5,150,119,48,1798,Low,Medium,4,BPT-5204,SRI,Sprinkler,Manual,95,16,Yes,53766,2410,58707,4941
2012-13,2012,Rabi,Chamarajanagar,South,medium,18835,47878,2542,60,143,25.0,83,7.11,0.66,181.8,28.1,227.7,118,70,41,952,High,Medium,3,BPT-5204,Transplanting,Sprinkler,Mixed,86,39,No,53011,1874,47637,-5373
2012-13,2012,Kharif,Chikkaballapura,South,medium,30733,89248,2904,59,656,23.0,83,6.87,0.78,203.6,23.4,135.2,136,58,42,1150,Medium,Medium,4,Intan,SRI,Drip,Mixed,99,33,No,45365,2238,64991,19626
2012-13,2012,Rabi,Chikkaballapura,South,medium,13850,29625,2139,59,226,29.9,82,7.11,0.52,276.0,12.7,209.9,161,109,58,1234,Medium,Medium,6,BPT-5204,Transplanting,Sprinkler,Mixed,90,23,Yes,52649,2001,42801,-9847
2012-13,2012,Kharif,Chikkamagaluru,South,medium,29606,102703,3469,65,1041,22.8,62,7.34,0.72,244.7,26.3,186.8,198,77,32,1629,Medium,High,6,Jyothi,SRI,Flood Irrigation,Herbicide,130,22,No,39387,2275,78919,39532
2012-13,2012,Rabi,Chikkamagaluru,South,medium,21201,62521,2949,65,303,25.6,60,6.99,0.72,271.0,22.3,124.9,165,67,58,826,Low,High,6,Rasi,Transplanting,Sprinkler,Mixed,141,26,Yes,42170,2299,67797,25627
2012-13,2012,Kharif,Chitradurga,Central,medium-low,28312,66221,2339,58,778,24.3,81,6.31,0.75,204.2,19.4,168.2,105,55,71,1163,Low,High,6,Rasi,Direct Seeding,Sprinkler,Herbicide,149,33,Yes,47342,2469,57749,10407
2012-13,2012,Rabi,Chitradurga,Central,medium-low,18491,43231,2338,58,139,27.2,72,7.46,0.41,210.9,26.3,151.8,161,50,62,784,Medium,Low,3,BPT-5204,SRI,Sprinkler,Herbicide,107,19,Yes,40156,2170,50734,10578
2012-13,2012,Kharif,Dakshina Kannada,Coastal,medium-low,43518,116758,2683,55,521,28.6,73,7.22,0.66,222.2,19.6,131.6,120,102,31,999,Low,Low,6,Intan,Transplanting,Flood Irrigation,Mixed,145,16,Yes,36832,1970,52855,16023
2012-13,2012,Rabi,Dakshina Kannada,Coastal,medium-low,15831,40669,2569,55,364,31.6,79,7.45,0.62,281.8,24.6,223.2,110,77,58,1742,Medium,Medium,3,JGL-1798,Direct Seeding,Sprinkler,Manual,103,34,No,40495,2150,55233,14738
2012-13,2012,Kharif,Davanagere,Central,high,74838,346125,4625,78,470,24.3,72,6.2,0.31,228.4,28.2,202.7,119,62,41,1474,High,High,2,MTU-1010,SRI,Sprinkler,Manual,91,30,Yes,54774,2352,108780,54006
2012-13,2012,Rabi,Davanagere,Central,high,20296,92387,4552,78,320,27.2,71,7.31,0.65,214.3,28.8,172.3,198,98,52,1706,High,High,6,BPT-5204,Direct Seeding,Flood Irrigation,Herbicide,141,39,Yes,37746,2090,95136,57390
2012-13,2012,Kharif,Dharwad,North,medium,43365,149435,3446,67,818,24.6,60,7.06,0.69,236.7,12.4,101.1,183,76,74,1146,Medium,Medium,2,JGL-1798,Direct Seeding,Sprinkler,Mixed,112,23,No,53503,2174,74916,21413
2012-13,2012,Rabi,Dharwad,North,medium,23651,62036,2623,67,303,29.5,73,6.83,0.58,176.8,21.2,172.6,139,94,79,1944,Medium,High,3,MTU-1010,SRI,Flood Irrigation,Mixed,109,29,Yes,38285,2019,52958,14673
2012-13,2012,Kharif,Gadag,North,medium,39672,117349,2958,60,746,30.0,79,7.05,0.65,174.1,29.3,100.8,111,68,60,1729,Medium,Low,2,IR-64,Transplanting,Drip,Manual,84,38,No,48128,2428,71820,23692
2012-13,2012,Rabi,Gadag,North,medium,24630,68446,2779,60,129,31.5,65,6.96,0.52,180.3,23.1,220.6,136,74,32,1727,High,High,3,Intan,Transplanting,Sprinkler,Manual,126,22,Yes,40159,1888,52467,12308
2012-13,2012,Kharif,Hassan,South,medium,30127,109300,3628,68,761,28.7,72,6.88,0.56,260.5,11.4,113.5,136,94,52,1066,Low,High,3,Jyothi,Direct Seeding,Sprinkler,Manual,113,20,No,51588,1909,69258,17670
2012-13,2012,Rabi,Hassan,South,medium,22474,59601,2652,68,250,25.4,63,7.2,0.78,281.4,26.3,186.2,188,106,54,1653,Medium,Low,4,MTU-1010,Direct Seeding,Sprinkler,Herbicide,83,30,Yes,43448,1869,49565,6117
2012-13,2012,Kharif,Haveri,North,medium,34511,112609,3263,62,625,28.8,67,7.2,0.51,203.0,20.7,205.1,133,81,48,690,Medium,High,4,BPT-5204,SRI,Flood Irrigation,Herbicide,120,26,Yes,53799,2075,67707,13908
2012-13,2012,Rabi,Haveri,North,medium,14163,45604,3220,62,197,27.0,66,6.35,0.42,189.8,14.6,225.2,179,95,39,718,Low,Low,5,Intan,Transplanting,Sprinkler,Manual,141,26,No,51133,2388,76893,25760
2012-13,2012,Kharif,Kalaburagi,North,medium-low,54472,131277,2410,57,587,31.8,76,6.42,0.41,236.5,11.1,219.9,161,119,32,1529,Medium,Medium,3,Jyothi,Transplanting,Sprinkler,Mixed,138,25,Yes,35387,2490,60009,24622
2012-13,2012,Rabi,Kalaburagi,North,medium-low,14781,33345,2256,57,151,25.3,79,7.29,0.39,189.4,15.4,243.8,143,96,41,1521,Medium,Low,5,Rasi,Direct Seeding,Drip,Herbicide,115,29,Yes,53723,1934,43631,-10091
2012-13,2012,Kharif,Kodagu,South,low,42445,98175,2313,48,502,29.2,85,6.35,0.52,207.1,12.9,243.9,119,110,30,861,Medium,Medium,3,MTU-1010,SRI,Sprinkler,Mixed,120,40,No,44831,2056,47555,2724
2012-13,2012,Rabi,Kodagu,South,low,22551,49544,2197,48,124,26.0,82,6.25,0.41,188.1,26.8,114.4,195,92,46,1239,Medium,High,6,MTU-1010,Direct Seeding,Drip,Manual,132,18,No,54843,2003,44005,-10837
2012-13,2012,Kharif,Kolar,South,medium,42485,123928,2917,61,1064,27.4,84,6.43,0.46,226.6,25.5,167.0,110,98,69,1086,Medium,High,3,MTU-1010,Transplanting,Sprinkler,Herbicide,133,35,No,37337,1881,54868,17531
2012-13,2012,Rabi,Kolar,South,medium,13703,33805,2467,61,260,25.2,69,7.07,0.6,209.3,27.8,217.1,146,116,58,1347,Low,Low,2,JGL-1798,SRI,Flood Irrigation,Mixed,112,38,Yes,41900,1970,48599,6699
2012-13,2012,Kharif,Koppal,North,high,70203,299205,4262,85,465,31.4,75,6.82,0.31,209.6,25.3,112.5,133,69,35,1841,Medium,Medium,3,JGL-1798,SRI,Drip,Herbicide,96,19,Yes,35936,1835,78207,42271
2012-13,2012,Rabi,Koppal,North,high,49588,207773,4190,85,266,30.6,74,7.46,0.57,190.9,18.9,245.4,189,119,41,1710,High,Medium,6,Jyothi,SRI,Sprinkler,Mixed,148,24,No,50782,2352,98548,47766
2012-13,2012,Kharif,Mandya,South,high,56249,306275,5445,90,852,25.1,73,6.39,0.45,150.0,26.3,227.2,144,86,60,1595,Low,High,5,MTU-1010,Direct Seeding,Drip,Manual,135,40,No,54562,2036,110860,56298
2012-13,2012,Rabi,Mandya,South,high,20562,94297,4586,90,196,26.1,77,6.66,0.42,257.2,22.9,224.3,128,83,35,1364,High,Low,6,MTU-1010,SRI,Sprinkler,Mixed,114,24,No,48530,1992,91353,42823
2012-13,2012,Kharif,Mysuru,South,medium,53844,161855,3006,70,539,24.9,80,6.68,0.53,255.1,19.8,148.1,119,56,64,545,Low,Low,4,IR-64,Transplanting,Sprinkler,Herbicide,81,22,Yes,39937,1815,54558,14621
